Date,Terraclimate_Runoff_m3,Terraclimate_Soil_Water_m3,Terraclimate_AET_m3
2020-04-01,44242783.92916873,7481751383.933718,8729810829.119884
2020-05-01,28847873.61770182,5314729023.363076,7135657899.153343
2020-06-01,72968583.0069994,4196809102.6247745,14784389597.655823
2020-07-01,1109511.6758705874,3521137092.5804443,2189568757.170891
2020-08-01,749744.2141960785,3057526739.4102373,1782362370.0039248
2020-09-01,1041690.3864784313,2712939531.605506,1648564579.539987
2020-10-01,16276.829,2442986406.564228,1434706238.5568337
2020-11-01,23384171.065992065,2303928772.716186,4411860778.10433
2020-12-01,0.0,2308331291.961385,113438435.08976851
2021-01-01,1849911.1369294133,2555613617.634091,720857064.6535672
2021-02-01,37406231.77416871,4647270394.704347,5238466283.274113
2021-03-01,61225663.73459226,5444775340.649296,10635297482.977465
2021-04-01,57521168.88916869,5379371042.702951,10275923237.488087
2021-05-01,35356636.08428228,4235807357.57299,7274360397.808278
2021-06-01,1718581.6545450967,3466152734.8181124,2094688633.290462
2021-07-01,30999815.54830172,2982663295.0580683,5408301412.382368
2021-08-01,64592512.73286264,2634494003.1718526,12130602578.377333
2021-09-01,2093547.0554431363,2366793354.6185703,1586416288.6755652
2021-10-01,91714174.27732529,2270255537.0154195,17170952442.841442
2021-11-01,26461117.864776302,2084672685.4517603,4822708880.48125
2021-12-01,22773821.03607056,4076588717.4862723,2645127759.7897587
2022-01-01,65107.307,4123592915.8860326,311457333.6454625
2022-02-01,0.0,4147846154.2875257,784100903.0186985
2022-03-01,83031746.18669409,5582387308.482341,14148402805.404217
2022-04-01,48899061.44908225,5155482317.344453,8740110322.122646
2022-05-01,71121241.92249803,4292087480.0415473,13029597722.942911
2022-06-01,33354970.073741022,3394046747.90963,5951184603.587901
2022-07-01,9062661.671823546,2897646254.761225,2937215499.7511144
2022-08-01,102052611.986117,2551648033.1597877,19504984511.758465
2022-09-01,47010307.356293984,2290765956.814426,9105125938.913212
2022-10-01,22090008.684376396,2083990812.5989978,4479408401.266573
2022-11-01,19242830.6709059,2689405301.8410273,3271157730.8743668
2022-12-01,4530908.887541169,3501698563.042643,273852505.6395881
2023-01-01,9080828.092964705,5073711696.578083,270597679.5135017
2023-02-01,794923.7919999999,5411748144.323221,120652326.54603527
2023-03-01,373178823.54069424,17902987026.663074,9002343606.615492
2023-04-01,1155727063.5277607,21137068193.623135,25341469890.6958
2023-05-01,151471642.02863505,11233026430.491253,20305389429.497753
2023-06-01,68598745.9080233,7632950639.970451,16351801628.31297
2023-07-01,13979769.362568608,5603174721.524411,4905562471.476953
2023-08-01,101148497.14660342,4549966396.116358,20010729746.369278
2023-09-01,50990698.95642734,3844214547.032937,10019331444.204576
2023-10-01,47007480.11222726,3338776351.7484765,9245376526.083824
2023-11-01,39676742.95691368,3083325513.526859,7968189617.0637245
2023-12-01,12235099.446349062,3838695889.7221265,1918312730.1122787
2024-01-01,22397447.99649023,6404020911.685184,1952169088.186047
2024-02-01,129846761.39254087,14937727055.746317,8777168242.454332
2024-03-01,125234159.68112537,14659125057.045479,14113768170.42194
2024-04-01,207634800.9094427,12410864497.19476,16742286353.574305
2024-05-01,42834060.839203894,8110439486.678613,10926528124.55439
2024-06-01,10033057.626807865,5664840332.652526,4711964349.6305275
2024-07-01,14553402.179929432,4500638793.225314,4394120432.169088
2024-08-01,54985630.05330576,3781076652.7215624,10795997205.300255
2024-09-01,20658859.463517506,3276075011.670175,3736300137.807044
2024-10-01,23296053.213913634,2896924523.117724,4645509832.774261
2024-11-01,33040869.50104692,2820115598.5550604,6039840514.498335
2024-12-01,29226229.946427327,4272793172.3384957,3980137114.845628
